,carat,depth,table,price,cut_encoded,color_encoded,clarity_encoded
49003,0.74,61.0,60.0,2051,3,1,1
49004,0.51,62.7,56.0,2051,2,4,5
49005,0.53,60.4,56.0,2051,4,3,5
49006,0.53,61.7,56.0,2051,4,3,5
49007,0.53,61.4,57.0,2051,4,3,5
49008,0.53,62.2,54.0,2051,4,3,5
49009,0.7,64.7,58.0,2051,0,2,2
49010,0.57,62.1,59.0,2052,3,4,2
49011,0.71,62.3,58.0,2052,2,1,3
49012,0.62,62.0,56.0,2052,4,2,5
49013,0.5,61.8,56.0,2052,2,4,5
49014,0.5,62.0,55.0,2052,4,4,5
49015,0.5,61.9,58.0,2052,3,4,5
49016,0.5,63.0,57.0,2052,2,4,5
49017,0.5,61.6,56.0,2052,4,4,5
49018,0.5,62.2,54.0,2052,4,4,5
49019,0.5,62.3,58.0,2052,3,4,5
49020,0.71,62.0,56.0,2052,4,0,3
49021,0.5,58.5,62.0,2052,1,4,5
49022,0.57,60.9,56.0,2052,4,2,6
49023,0.57,62.6,56.0,2052,4,4,4
49024,0.57,61.9,56.0,2052,4,4,4
49025,0.76,59.9,59.0,2052,3,0,3
49026,0.59,63.7,59.0,2053,1,0,7
49027,0.56,61.9,57.0,2053,4,6,2
49028,0.61,60.8,56.0,2053,4,2,4
49029,0.51,60.8,56.0,2054,2,4,5
49030,0.77,62.4,63.0,2054,2,1,3
49031,0.51,60.4,56.0,2054,4,4,5
49032,0.73,62.8,55.0,2054,4,0,3
49033,0.55,61.4,57.0,2054,4,6,4
49034,0.7,61.9,58.0,2054,4,1,2
49035,0.62,61.7,54.0,2054,4,5,2
49036,0.71,63.3,58.0,2055,2,2,1
49037,0.52,61.5,56.0,2055,4,3,7
49038,0.56,62.3,55.0,2055,4,3,6
49039,0.66,59.0,62.0,2055,1,3,4
49040,0.71,64.8,58.0,2055,0,3,1
49041,0.5,61.9,59.0,2055,3,5,4
49042,0.51,62.1,55.0,2056,2,5,5
49043,0.7,62.9,56.0,2056,4,3,1
49044,0.7,61.8,61.0,2056,3,3,1
49045,0.71,63.4,54.0,2056,1,2,2
49046,0.51,61.6,57.0,2056,4,6,3
49047,0.7,62.4,56.0,2056,4,1,3
49048,0.72,57.9,58.0,2056,1,2,1
49049,0.51,62.3,58.0,2056,3,4,5
49050,0.7,58.1,60.0,2056,3,3,1
49051,0.51,62.5,56.0,2056,4,6,3
49052,0.73,62.2,58.0,2057,2,3,1
49053,0.7,60.6,58.0,2057,2,3,1
49054,0.61,60.2,57.0,2057,2,1,7
49055,0.59,61.9,56.0,2057,4,3,3
49056,0.56,62.6,55.0,2057,4,6,4
49057,0.69,58.7,64.0,2057,1,5,3
49058,0.7,60.7,57.0,2058,2,2,1
49059,0.7,62.6,56.0,2058,2,3,1
49060,0.7,59.4,62.0,2058,2,1,2
49061,0.72,61.9,57.0,2058,4,4,1
49062,0.72,61.7,58.0,2058,3,4,1
49063,0.7,63.1,64.0,2058,1,4,2
49064,0.7,58.4,63.0,2058,2,4,2
49065,0.56,60.7,56.0,2058,4,3,5
49066,0.7,61.8,57.0,2058,4,5,2
49067,0.74,59.9,64.0,2058,1,0,2
49068,1.0,62.7,59.0,2058,3,2,0
49069,0.73,59.9,57.0,2059,4,5,1
49070,0.57,60.2,60.0,2059,3,3,5
49071,0.53,61.4,55.0,2059,4,2,7
49072,0.48,62.0,54.0,2059,4,4,7
49073,0.7,64.3,63.0,2059,1,4,2
49074,0.64,60.0,59.0,2060,2,2,5
49075,0.64,60.4,62.0,2060,2,3,4
49076,0.54,61.5,57.0,2060,4,3,5
49077,0.71,62.3,60.0,2060,3,4,1
49078,0.74,64.8,59.0,2060,0,3,2
49079,0.51,61.0,61.0,2060,3,5,5
49080,0.57,61.1,57.0,2060,4,3,4
49081,0.71,62.4,58.0,2061,2,0,4
49082,0.7,62.0,56.0,2061,4,5,1
49083,0.6,62.0,57.0,2061,4,5,3
49084,0.6,62.8,57.0,2061,4,6,3
49085,0.6,62.2,55.0,2061,4,3,4
49086,0.57,60.8,54.8,2061,4,5,4
49087,0.56,61.8,55.0,2061,4,6,2
49088,0.53,59.6,58.0,2061,3,5,3
49089,0.51,60.0,58.0,2062,2,5,5
49090,0.71,63.3,57.0,2062,2,0,4
49091,0.7,62.2,59.0,2062,1,4,1
49092,0.72,63.7,54.0,2062,1,0,4
49093,0.62,62.2,55.0,2062,4,6,2
49094,0.51,63.8,58.0,2063,2,3,7
49095,0.71,60.2,58.0,2063,2,1,2
49096,0.52,61.6,55.0,2063,4,3,6
49097,0.51,59.6,59.0,2063,4,2,7
49098,0.64,59.3,60.7,2063,1,4,3
49099,0.64,57.0,62.5,2063,0,4,3
49100,0.52,62.1,58.0,2064,2,4,5
49101,0.52,58.9,60.0,2064,2,4,5
49102,0.55,60.8,56.9,2064,4,3,5
49103,0.55,61.2,55.8,2064,4,3,5
49104,0.55,62.0,53.8,2064,4,3,5
49105,0.63,61.8,60.0,2064,3,5,4
49106,0.52,62.5,57.0,2064,4,4,5
49107,0.63,62.8,58.0,2064,4,1,6
49108,0.98,59.6,60.0,2064,3,1,0
49109,0.98,62.5,60.0,2064,3,1,0
49110,0.52,60.7,55.0,2065,4,3,6
49111,0.57,61.4,55.0,2065,4,4,4
49112,0.5,57.8,62.0,2065,1,6,5
49113,0.6,58.1,63.0,2065,1,5,4
49114,0.62,61.4,59.0,2065,3,4,3
49115,0.72,62.8,58.0,2066,2,0,4
49116,0.72,64.0,57.0,2066,2,0,4
49117,0.67,61.4,56.0,2066,2,1,7
49118,0.56,61.6,55.0,2066,4,3,5
49119,0.7,60.9,62.0,2066,2,2,2
49120,0.7,63.4,61.0,2066,1,2,2
49121,0.7,62.4,59.0,2066,2,2,2
49122,0.7,63.8,58.0,2066,1,2,2
49123,0.7,63.1,54.0,2066,2,5,1
49124,0.56,61.4,55.0,2066,4,6,3
49125,0.56,60.6,56.0,2066,4,6,3
49126,0.56,61.4,57.0,2066,4,6,3
49127,0.56,61.2,56.0,2066,4,6,3
49128,0.56,60.9,56.0,2066,4,6,3
49129,0.56,60.9,56.0,2066,4,6,3
49130,0.56,61.0,57.0,2066,4,6,3
49131,0.56,61.1,56.0,2066,4,6,3
49132,0.56,61.1,58.0,2066,3,6,3
49133,0.56,62.8,57.0,2066,4,6,3
49134,0.56,61.9,57.0,2066,4,6,3
49135,0.56,61.6,56.0,2066,4,6,3
49136,0.56,61.5,57.0,2066,4,6,3
49137,0.56,62.2,56.0,2066,4,6,3
49138,0.56,62.1,57.0,2066,4,6,3
49139,0.51,61.6,57.0,2066,4,6,4
49140,0.56,61.1,57.0,2066,4,5,3
49141,1.05,64.1,58.0,2066,1,5,0
49142,0.53,60.8,56.0,2067,4,6,3
49143,0.58,61.4,57.0,2067,4,6,4
49144,0.5,62.1,58.0,2068,2,6,4
49145,0.59,60.8,57.0,2068,2,5,3
49146,0.72,61.9,57.0,2068,4,3,1
49147,0.72,63.3,59.0,2068,1,1,3
49148,0.96,64.5,60.0,2068,0,3,0
49149,0.57,61.4,57.0,2068,4,5,4
49150,0.6,61.2,57.0,2069,4,5,2
49151,0.74,66.0,56.0,2069,0,5,2
49152,0.57,61.9,60.0,2069,3,5,3
49153,0.7,62.3,58.0,2070,2,4,1
49154,0.59,62.2,56.0,2070,4,3,5
49155,0.5,62.7,57.0,2070,4,3,6
49156,0.5,63.3,56.0,2070,2,3,6
49157,0.5,61.0,60.0,2070,3,3,6
49158,0.5,62.2,56.0,2070,4,3,6
49159,0.5,62.3,59.0,2070,3,3,6
49160,0.69,57.8,66.0,2070,0,3,4
49161,0.69,63.3,57.0,2070,2,1,3
49162,0.75,61.1,57.0,2070,3,1,1
49163,0.75,58.8,60.0,2070,3,3,1
49164,0.58,59.9,58.0,2071,3,3,4
49165,0.71,64.2,56.0,2072,2,3,2
49166,0.71,63.6,60.0,2072,1,4,1
49167,0.71,62.6,59.0,2072,3,4,1
49168,0.62,62.3,56.0,2073,4,4,4
49169,0.72,63.3,57.0,2074,2,1,2
49170,0.7,60.7,58.0,2074,2,3,2
49171,0.7,62.2,56.0,2074,2,2,3
49172,0.7,62.2,58.0,2074,3,2,3
49173,0.7,63.5,61.0,2074,1,3,2
49174,0.7,61.2,57.0,2074,4,3,2
49175,0.8,61.4,57.0,2074,3,0,1
49176,0.68,58.1,60.0,2074,1,4,2
49177,0.72,64.0,59.0,2074,1,3,2
49178,0.64,62.3,58.0,2074,3,6,2
49179,0.78,59.7,59.0,2074,3,2,1
49180,0.64,62.5,56.0,2074,4,4,3
49181,0.72,62.0,56.0,2074,3,1,5
49182,0.72,61.6,57.0,2074,4,4,1
49183,0.82,61.1,57.0,2075,4,1,1
49184,0.56,61.7,57.0,2075,4,5,4
49185,0.7,62.6,58.0,2075,3,4,1
49186,0.51,62.8,57.0,2075,4,5,4
49187,0.61,59.6,61.0,2075,3,4,3
49188,0.7,65.3,55.0,2075,0,4,1
49190,0.71,62.4,58.0,2076,2,2,2
49191,0.71,61.4,58.0,2076,2,2,2
49192,0.71,61.2,56.0,2076,2,2,2
49193,0.61,61.9,60.0,2076,1,4,4
49194,0.7,60.0,60.0,2077,2,2,1
49195,0.55,61.2,56.0,2077,4,3,6
49196,0.55,60.0,56.0,2077,4,3,6
49197,0.58,62.0,57.0,2078,2,3,5
49198,0.59,61.7,56.0,2078,4,6,3
49199,0.52,61.5,57.0,2079,2,4,5
49200,0.72,62.5,56.0,2079,2,3,1
49201,0.6,61.2,56.0,2079,4,5,3
49202,0.55,61.9,55.0,2079,4,5,4
49203,0.7,62.1,57.0,2079,4,1,1
49204,0.72,62.1,54.0,2079,4,3,1
49205,0.72,62.5,57.0,2079,4,3,1
49206,0.66,62.7,55.0,2079,4,6,2
49207,0.52,57.2,64.0,2079,0,5,5
49208,0.55,62.2,55.0,2079,4,5,4
49209,0.55,61.7,55.0,2079,4,5,4
49210,0.55,61.1,55.0,2079,4,5,4
49211,0.7,59.8,64.0,2079,1,5,2
49212,0.55,58.5,58.0,2079,4,6,3
49213,0.55,61.2,56.0,2079,4,4,4
49214,0.67,60.4,61.0,2080,2,3,3
49215,0.54,62.2,56.0,2080,4,3,6
49216,0.54,62.2,56.0,2080,4,3,6
49217,1.06,60.7,63.0,2080,2,3,0
49218,0.71,61.3,58.0,2081,2,3,1
49219,0.5,61.1,55.0,2081,3,4,6
49220,0.5,64.0,55.0,2081,1,3,7
49221,0.68,61.6,59.0,2081,3,3,3
49222,0.56,61.6,56.0,2081,4,3,5
49223,0.61,62.7,57.0,2082,2,3,4
49224,0.58,62.9,54.0,2082,2,5,4
49225,0.58,61.8,55.0,2082,2,5,4
49226,0.51,62.2,57.0,2082,4,4,5
49227,0.5,61.7,61.0,2083,2,5,5
49228,0.75,62.4,56.0,2083,2,0,2
49229,0.7,63.8,60.0,2083,1,2,3
49230,0.51,62.2,57.0,2083,4,4,5
49231,0.54,61.1,55.0,2083,4,4,4
49232,0.7,59.9,59.0,2083,4,1,2
49233,0.7,60.8,59.0,2083,4,1,2
49234,0.7,62.1,58.0,2083,4,1,2
49235,0.62,60.0,64.0,2083,0,4,4
49236,0.82,62.2,58.0,2083,3,0,2
49237,0.51,59.3,57.0,2084,2,3,7
49238,0.64,61.1,55.0,2084,4,2,6
49239,0.58,62.2,62.0,2084,1,4,4
49240,0.65,62.9,58.0,2085,2,1,6
49241,0.6,62.9,59.0,2085,2,5,3
49242,0.51,61.6,55.0,2085,4,5,3
49243,0.71,62.3,55.0,2085,4,0,4
49244,0.51,61.7,55.0,2085,4,4,4
49245,0.51,60.9,56.0,2085,4,4,4
49246,0.56,61.2,56.0,2085,4,5,4
49247,0.73,60.9,65.0,2085,1,2,1
49248,0.77,61.0,59.0,2086,2,0,2
49250,0.71,63.4,56.0,2086,2,3,1
49251,0.47,60.5,57.0,2086,4,6,4
49252,0.71,62.1,56.0,2086,4,2,1
49253,0.73,61.7,57.0,2087,4,4,1
49254,0.7,62.0,60.0,2087,3,3,1
49255,0.51,61.6,59.0,2087,3,6,5
49256,0.54,61.3,56.0,2087,4,3,6
49257,0.71,60.9,64.0,2087,1,1,2
49258,0.7,63.3,57.0,2088,2,3,2
49259,0.71,62.5,57.0,2088,4,6,1
49260,0.71,60.7,57.0,2088,2,4,2
49261,0.71,63.0,56.0,2088,2,4,2
49262,0.71,62.6,57.0,2088,0,4,2
49263,0.7,61.9,62.0,2088,1,2,2
49264,0.62,57.1,60.0,2088,0,4,5
49265,0.58,62.1,56.0,2088,4,4,4
49266,0.8,60.0,60.0,2088,3,0,2
49267,0.77,60.4,58.0,2089,3,1,2
49268,0.7,62.6,56.0,2089,4,4,2
49269,0.72,62.1,55.3,2089,4,3,1
49270,0.64,62.0,56.0,2089,4,5,2
49271,0.6,62.3,55.0,2090,4,5,2
49272,0.54,61.5,54.0,2090,4,3,5
49273,0.54,61.0,56.0,2090,4,3,5
49274,0.54,60.6,56.0,2090,4,3,5
49275,0.54,62.1,56.0,2090,4,3,5
49276,0.54,61.4,55.0,2090,4,3,5
49277,0.54,61.8,56.0,2090,4,3,5
49278,0.54,60.5,55.0,2090,3,3,5
49279,0.54,63.7,55.0,2090,1,4,4
49280,0.6,61.3,60.0,2091,4,3,4
49281,0.57,61.7,56.0,2091,4,6,4
49282,0.52,58.9,64.0,2092,2,5,4
49283,0.7,62.8,56.0,2092,2,4,1
49284,0.52,61.5,55.0,2092,4,4,5
49285,0.7,62.4,56.0,2092,4,3,1
49286,0.7,59.7,63.0,2092,1,5,1
49287,0.7,64.6,53.0,2092,0,5,1
49288,0.73,63.0,58.0,2093,2,1,1
49289,0.51,62.6,57.0,2093,4,4,5
49290,0.26,61.8,59.0,539,2,5,6
49291,0.33,61.8,54.0,539,4,2,3
49292,0.33,60.6,56.0,539,4,2,3
49293,0.33,61.1,56.0,539,4,2,3
49294,0.33,61.0,55.0,539,4,2,3
49295,0.3,62.3,55.1,539,4,2,4
49296,0.3,62.2,54.0,539,4,2,4
49297,0.39,62.6,53.0,539,4,0,2
49298,0.41,63.5,57.0,539,1,1,1
49299,0.41,61.6,59.0,539,3,1,1
49300,0.31,64.0,59.0,539,1,2,4
49301,0.32,62.0,58.5,540,2,3,2
49302,0.32,61.7,56.0,540,4,1,5
49303,0.24,61.4,59.0,540,4,4,5
49304,0.24,61.5,56.0,540,4,4,5
49305,0.35,62.1,53.0,540,4,0,6
49306,0.3,62.1,57.0,540,4,1,6
49307,0.3,61.8,54.0,540,4,1,6
49308,0.3,62.1,54.0,540,4,1,6
49309,0.4,62.6,55.0,540,4,2,1
49310,0.4,62.2,55.0,540,4,2,1
49311,0.34,61.9,55.0,540,4,3,2
49312,0.34,61.5,55.0,540,4,3,2
49313,0.34,61.8,54.0,540,4,3,2
49314,0.3,57.9,61.0,540,1,3,5
49315,0.32,63.0,56.0,540,4,3,1
49316,0.32,61.6,59.0,540,3,3,1
49317,0.32,62.4,59.0,540,3,3,1
49318,0.32,62.5,55.0,540,4,3,1
49319,0.32,63.5,56.0,540,2,4,1
49320,0.51,61.2,56.0,2093,4,4,5
49321,0.51,60.5,59.0,2093,3,4,5
49322,0.72,61.4,61.0,2093,2,0,6
49323,0.51,62.2,56.0,2093,4,4,5
49324,0.51,62.4,57.0,2093,4,4,5
49325,0.75,62.2,58.0,2093,2,2,1
49326,0.51,61.2,56.0,2093,4,4,5
49327,0.52,59.8,57.0,2093,1,3,7
49328,0.7,66.0,56.0,2093,0,6,2
49329,0.57,60.9,57.0,2093,3,6,4
49330,0.59,60.6,60.0,2094,2,5,3
49331,0.6,61.9,56.0,2094,2,3,4
49332,0.7,63.4,55.0,2094,2,2,1
49333,0.79,63.9,55.0,2095,1,1,2
49334,0.7,62.2,58.0,2095,2,3,2
49335,0.57,60.7,55.0,2095,4,3,5
49336,0.57,61.7,56.0,2095,4,3,5
49337,0.57,61.7,54.0,2095,4,3,5
49338,0.79,63.3,57.0,2095,2,1,2
49339,0.81,63.2,60.0,2095,2,3,1
49340,0.58,59.7,59.0,2095,3,3,5
49341,0.71,63.5,57.0,2096,1,2,2
49342,0.71,63.1,57.0,2096,1,2,2
49343,0.71,63.5,57.0,2096,1,2,2
49344,0.71,62.5,60.0,2096,2,2,2
49345,0.71,62.1,58.0,2096,3,2,2
49346,0.61,62.4,57.0,2096,2,6,4
49347,0.71,60.4,61.0,2096,3,5,1
49348,0.57,60.7,56.0,2096,4,4,3
49349,0.7,60.3,57.0,2096,4,0,2
49350,0.7,61.0,56.0,2096,4,0,2
49351,0.54,60.9,57.0,2096,4,2,7
49352,0.51,62.4,54.0,2096,4,3,7
49353,0.56,62.1,56.0,2097,4,4,4
49354,0.71,59.0,58.0,2098,2,4,1
49355,0.71,63.6,56.0,2098,2,4,1
49356,0.71,62.0,56.0,2098,2,1,2
49357,0.51,61.8,56.0,2098,4,4,5
49358,0.51,61.7,56.0,2098,4,4,5
49359,0.51,61.9,56.0,2098,4,4,5
49360,0.55,60.1,56.0,2098,4,1,7
49361,0.73,60.8,63.0,2098,1,0,3
49362,1.0,63.9,59.0,2098,1,4,0
49363,0.53,61.8,60.0,2099,3,5,2
49364,0.72,61.4,57.0,2099,4,0,3
49365,0.6,60.9,55.0,2099,4,4,3
49366,0.57,61.7,56.0,2099,4,6,3
49367,0.7,62.9,56.0,2100,4,5,1
49368,0.7,63.2,56.0,2100,2,4,2
49369,0.56,62.6,57.0,2100,2,5,5
49370,0.7,61.2,57.0,2100,2,4,1
49371,0.5,60.4,54.0,2100,4,6,5
49372,0.81,62.2,57.0,2100,4,0,1
49373,0.7,59.0,57.0,2100,1,4,1
49374,0.54,61.1,58.0,2100,3,6,4
49376,0.7,61.3,58.0,2100,3,3,1
49377,0.5,60.5,56.0,2100,4,5,3
49378,0.73,62.7,57.0,2101,2,0,3
49379,0.73,62.3,55.0,2101,4,0,3
49380,0.66,58.1,59.9,2101,1,3,3
49381,0.55,63.1,56.0,2102,2,4,5
49382,0.51,62.6,56.0,2102,2,3,7
49383,0.48,60.7,56.0,2102,4,5,5
49384,0.75,65.1,57.0,2102,0,4,1
49385,0.62,60.0,59.0,2102,3,5,3
49386,0.73,61.2,58.0,2102,3,2,1
49387,0.71,65.2,55.5,2103,0,4,1
49388,0.57,61.8,56.0,2103,4,6,3
49389,0.57,61.4,56.0,2103,4,6,3
49390,0.59,61.9,56.0,2103,4,6,3
49391,0.7,63.7,58.0,2104,2,6,1
49392,0.71,62.3,57.0,2104,2,3,2
49393,0.71,63.8,53.0,2104,1,1,4
49394,0.71,64.5,56.0,2104,0,1,4
49395,0.75,61.2,56.0,2104,4,0,3
49396,0.5,61.5,56.0,2104,4,3,7
49397,0.71,61.9,58.0,2104,3,1,4
49398,0.5,62.6,59.0,2105,2,5,5
49399,0.5,61.5,59.0,2105,2,5,5
49400,0.5,62.0,55.0,2105,2,5,5
49401,0.6,59.7,60.0,2105,3,3,5
49402,0.6,61.3,57.0,2105,4,3,4
49403,0.52,61.9,55.0,2105,4,5,4
49404,0.58,60.7,58.0,2105,3,5,4
49405,0.5,59.1,61.0,2106,2,5,5
49406,0.75,60.4,60.0,2106,2,2,1
49407,0.7,63.5,57.0,2106,2,2,2
49408,0.74,61.7,55.0,2106,4,0,5
49409,0.7,61.8,56.0,2106,2,3,2
49410,0.7,62.2,58.0,2106,3,3,2
49411,0.7,62.5,57.0,2106,2,3,2
49412,0.7,58.6,60.0,2106,2,1,5
49413,0.7,62.1,58.0,2106,2,3,2
49414,0.7,62.1,55.0,2106,2,2,3
49415,0.63,61.1,55.0,2106,4,6,3
49416,0.6,62.8,61.0,2106,3,6,2
49417,0.53,61.4,57.0,2106,4,3,6
49418,0.65,61.8,55.0,2106,4,2,4
49419,0.55,62.0,56.0,2107,4,5,4
49420,0.55,61.2,57.0,2107,4,5,4
49421,0.77,62.0,56.0,2107,4,4,1
49422,0.71,63.2,59.0,2107,2,3,1
49423,0.7,62.2,56.0,2107,2,2,2
49424,0.7,61.5,57.0,2107,2,2,2
49425,0.7,61.0,58.0,2107,2,2,2
49426,0.7,62.7,56.0,2107,2,2,2
49427,0.7,61.9,62.0,2107,3,4,1
49428,0.7,61.7,62.0,2107,3,4,1
49429,0.7,61.4,55.0,2107,4,0,4
49430,0.7,61.1,58.0,2107,4,2,2
49431,0.7,61.9,57.0,2107,4,2,2
49432,0.73,62.2,57.0,2107,3,2,2
49433,0.61,62.4,55.0,2108,4,4,3
49434,1.01,63.1,60.0,2108,2,3,0
49435,0.72,61.8,60.0,2109,2,1,3
49436,0.54,61.0,57.0,2109,4,4,5
49437,0.6,60.2,57.0,2109,4,3,4
49438,0.7,60.6,61.0,2109,1,4,1
49439,0.7,61.6,61.0,2109,1,4,1
49440,0.74,62.8,57.0,2109,3,3,1
49441,0.57,61.3,57.0,2110,4,5,4
49442,0.7,62.1,55.0,2110,4,2,1
49443,0.7,61.6,54.0,2110,4,2,1
49444,0.7,61.6,53.0,2110,4,1,2
49445,0.7,61.9,58.0,2110,4,1,2
49446,0.7,62.5,55.0,2110,4,1,2
49447,0.7,62.5,55.0,2110,4,1,2
49448,0.51,61.0,57.0,2111,4,3,6
49449,0.71,59.5,57.0,2111,2,1,3
49450,0.75,58.6,60.0,2111,2,4,1
49451,0.7,61.1,57.0,2111,4,1,3
49452,0.71,62.6,54.0,2111,4,1,2
49453,0.52,60.9,57.0,2111,4,1,7
49454,0.7,61.6,61.0,2111,1,5,2
49455,0.51,62.6,57.0,2111,4,3,6
49456,0.51,62.3,55.0,2111,4,3,6
49457,0.51,60.1,56.0,2111,3,3,6
49458,0.6,60.9,58.0,2112,2,5,4
49459,0.71,62.4,59.0,2112,3,2,2
49460,0.6,62.0,56.0,2112,4,5,3
49461,0.71,65.1,56.0,2112,0,2,2
49462,0.72,61.4,55.0,2112,4,2,1
49463,0.72,62.7,57.0,2112,4,0,4
49464,1.0,65.4,57.0,2112,0,1,0
49465,0.55,59.7,57.0,2112,3,5,3
49466,0.52,61.1,58.0,2113,2,3,6
49467,0.54,60.7,57.0,2113,2,6,3
49468,0.47,61.6,56.0,2113,4,5,5
49469,0.47,61.6,56.0,2113,4,4,6
49470,0.7,62.1,56.0,2113,4,2,2
49471,0.64,63.4,54.0,2114,2,5,3
49472,0.68,60.7,58.0,2114,2,3,4
49473,0.72,60.6,57.0,2114,2,3,1
49474,0.72,60.6,61.0,2114,2,3,1
49475,0.5,61.7,59.0,2115,2,6,5
49476,0.72,62.6,60.0,2115,3,3,1
49477,0.54,63.2,54.0,2115,2,4,5
49478,0.61,59.7,57.0,2115,4,5,3
49479,0.75,63.9,62.0,2115,1,3,1
49480,0.78,63.1,56.0,2116,1,1,2
49481,0.52,62.3,57.0,2116,4,5,5
49482,0.55,62.6,56.0,2116,4,3,6
49483,0.7,61.0,64.0,2116,1,5,1
49484,0.7,64.7,60.0,2117,0,1,3
49485,0.7,63.2,58.0,2117,2,3,2
49486,0.7,63.8,59.0,2117,1,3,2
49487,0.58,60.6,55.0,2117,4,4,4
49488,0.7,65.0,57.0,2117,1,2,2
49489,0.7,63.6,58.0,2117,1,1,3
49490,0.56,61.8,55.0,2117,4,5,4
49491,0.56,61.1,56.0,2117,4,5,4
49492,0.56,61.8,56.0,2117,4,5,4
49493,0.7,63.2,57.0,2117,2,3,1
49494,0.7,65.2,56.0,2117,0,3,1
49496,0.7,64.7,55.0,2117,0,1,5
49497,0.56,61.8,56.0,2118,4,2,5
49498,0.56,61.0,56.0,2119,4,4,5
49499,0.55,60.5,57.0,2119,4,4,4
49500,0.55,61.8,55.0,2119,4,4,4
49501,0.55,61.8,55.0,2119,4,6,4
49502,0.76,62.0,58.0,2120,2,1,2
49503,0.55,61.5,55.0,2120,4,2,7
49504,0.55,61.9,56.0,2120,4,2,7
49505,0.61,60.6,60.3,2120,1,4,4
49506,0.71,58.8,63.0,2120,1,5,1
49507,0.7,56.6,61.0,2120,0,3,2
49508,0.5,62.2,57.0,2121,2,4,6
49509,0.73,62.0,53.0,2121,4,0,4
49510,0.7,63.8,58.0,2121,1,4,2
49511,0.7,64.0,57.0,2121,1,3,2
49512,0.7,66.0,56.0,2121,0,4,2
49513,0.8,62.4,57.0,2122,4,2,1
49514,0.5,61.1,55.0,2122,2,4,6
49515,0.75,62.5,58.0,2122,3,1,2
49516,0.73,62.0,56.0,2122,4,1,2
49517,0.57,61.5,54.0,2122,4,6,4
49518,0.71,61.5,56.0,2122,4,2,1
49519,0.71,62.1,57.0,2122,4,2,1
49520,0.61,60.1,56.0,2123,2,2,4
49521,0.72,57.6,63.0,2123,2,0,2
49522,0.71,62.1,57.0,2123,2,5,1
49523,0.54,61.8,55.0,2123,4,3,6
49524,0.54,60.7,56.0,2123,2,3,6
49525,0.54,62.2,56.0,2123,4,3,6
49526,0.71,59.7,60.0,2123,2,6,1
49527,0.52,61.3,56.0,2123,4,4,4
49528,0.59,62.2,60.0,2124,3,4,2
49529,0.59,63.1,57.0,2124,2,4,2
49530,0.61,60.8,59.0,2124,1,5,3
49531,0.6,59.3,60.0,2124,3,5,3
49532,0.6,60.4,57.0,2125,4,6,3
49533,0.78,62.9,55.0,2125,2,2,1
49534,0.59,62.7,56.0,2125,4,3,5
49535,0.59,62.6,57.0,2125,4,3,5
49536,0.71,64.3,57.0,2125,1,4,2
49537,0.72,59.4,63.0,2125,2,5,1
49539,0.72,61.7,58.0,2125,3,5,1
49540,0.7,65.1,56.0,2125,0,5,2
49541,0.72,58.5,60.0,2126,2,4,1
49542,0.63,62.0,57.0,2127,2,2,6
49543,0.7,63.1,56.0,2127,1,4,2
49544,0.71,62.7,59.0,2127,3,1,3
49545,0.54,62.5,58.0,2128,2,3,7
49546,0.7,63.1,54.0,2129,2,1,4
49547,0.77,63.6,58.0,2129,2,2,1
49548,0.71,59.5,58.0,2129,2,4,1
49549,0.59,61.3,55.0,2129,4,3,4
49550,0.55,62.5,56.0,2129,4,3,5
49551,0.55,62.0,57.0,2129,4,3,5
49552,0.55,61.9,56.0,2129,4,3,5
49553,0.77,61.3,58.0,2129,3,3,1
49554,0.91,65.0,58.0,2129,0,1,1
49555,0.81,60.6,60.0,2129,3,0,3
49558,0.6,62.2,56.0,2130,2,3,5
49559,0.78,60.6,60.0,2130,2,1,1
49560,0.67,59.4,59.4,2131,2,3,3
49561,0.67,61.7,59.7,2131,2,3,3
49562,0.7,62.9,56.0,2131,2,4,1
49563,0.53,61.6,55.0,2131,4,4,5
49564,0.66,61.0,57.0,2131,4,2,4
49565,0.6,61.6,56.0,2131,4,3,4
49566,0.72,61.5,56.0,2131,4,2,1
49567,0.62,59.9,62.0,2131,1,4,5
49568,0.67,57.5,60.1,2131,1,3,3
49569,0.71,58.3,61.0,2131,1,2,2
49570,0.72,65.7,57.0,2131,0,1,5
49571,0.64,62.2,55.0,2131,3,4,3
49572,0.74,58.3,58.0,2131,3,3,2
49573,0.59,61.0,57.0,2131,4,3,5
49574,0.5,61.5,60.0,2132,2,5,5
49575,0.78,62.5,58.0,2132,2,1,1
49576,0.58,61.9,57.0,2132,4,3,5
49577,0.55,62.2,54.0,2132,4,3,4
49578,0.58,61.8,56.0,2133,4,3,5
49579,0.83,65.1,59.0,2133,0,2,1
49580,0.55,61.7,55.0,2133,4,6,3
49581,0.55,61.7,55.0,2133,4,2,7
49582,0.71,59.2,60.0,2134,2,4,1
49583,0.65,60.5,58.0,2134,3,6,2
49584,1.04,65.4,60.0,2134,0,4,0
49585,0.7,62.0,59.0,2135,2,2,1
49586,0.58,61.6,56.0,2135,4,3,5
49587,0.7,62.0,55.0,2135,3,5,1
49588,0.7,59.8,61.0,2135,3,5,1
49589,0.56,61.3,56.0,2135,4,2,7
49590,0.53,58.9,60.0,2136,2,3,6
49591,0.72,62.3,57.0,2136,2,0,4
49592,0.7,62.2,58.0,2136,2,1,2
