,carat,depth,table,price,cut_encoded,color_encoded,clarity_encoded,carat_bins
38882,0.4,62.8,57.0,1050,4,6,3,"(0.197, 0.46]"
38883,0.4,62.4,59.0,1050,3,6,3,"(0.197, 0.46]"
38884,0.4,61.5,55.0,1050,4,6,3,"(0.197, 0.46]"
38885,0.4,61.6,57.0,1050,4,6,3,"(0.197, 0.46]"
38886,0.4,61.7,59.0,1050,3,6,3,"(0.197, 0.46]"
38892,0.4,61.5,59.0,1051,4,3,6,"(0.197, 0.46]"
38894,0.31,60.7,56.0,1051,4,5,7,"(0.197, 0.46]"
38895,0.51,65.6,54.0,1052,0,4,2,"(0.46, 0.72]"
38897,0.42,61.4,55.0,1052,4,2,6,"(0.197, 0.46]"
38898,0.53,62.8,57.0,1052,4,1,2,"(0.46, 0.72]"
38899,0.33,60.2,57.0,1052,4,5,6,"(0.197, 0.46]"
38904,0.34,60.1,58.0,1052,3,6,5,"(0.197, 0.46]"
38905,0.33,60.1,58.0,1052,3,5,6,"(0.197, 0.46]"
38906,0.33,59.7,58.0,1052,3,5,6,"(0.197, 0.46]"
38907,0.33,61.7,56.0,1052,4,5,6,"(0.197, 0.46]"
38908,0.33,61.5,57.0,1052,4,5,6,"(0.197, 0.46]"
38909,0.33,60.9,56.0,1052,4,5,6,"(0.197, 0.46]"
38910,0.51,63.1,56.0,1052,2,1,2,"(0.46, 0.72]"
38913,0.33,62.2,56.0,1052,4,3,7,"(0.197, 0.46]"
38914,0.33,61.6,53.0,1052,4,3,7,"(0.197, 0.46]"
38918,0.33,62.1,56.0,1052,4,3,7,"(0.197, 0.46]"
38920,0.33,61.3,57.0,1052,4,3,7,"(0.197, 0.46]"
38921,0.33,61.9,54.0,1052,4,3,7,"(0.197, 0.46]"
38922,0.51,58.1,59.0,1052,3,4,1,"(0.46, 0.72]"
38923,0.51,58.1,59.0,1052,3,4,1,"(0.46, 0.72]"
38925,0.33,60.4,60.0,1052,3,6,5,"(0.197, 0.46]"
38928,0.48,62.4,55.0,1053,2,1,4,"(0.46, 0.72]"
38930,0.4,61.2,59.0,1053,3,5,4,"(0.197, 0.46]"
38931,0.4,60.4,59.0,1053,3,5,4,"(0.197, 0.46]"
38932,0.4,62.3,56.0,1053,4,5,4,"(0.197, 0.46]"
38940,0.31,62.2,58.0,489,3,2,3,"(0.197, 0.46]"
38943,0.31,61.9,54.0,489,4,1,4,"(0.197, 0.46]"
38945,0.31,62.6,57.0,489,4,2,3,"(0.197, 0.46]"
38946,0.31,62.8,55.0,489,2,1,4,"(0.197, 0.46]"
38948,0.31,63.8,56.0,489,1,1,4,"(0.197, 0.46]"
38949,0.31,62.0,57.0,489,4,2,3,"(0.197, 0.46]"
38952,0.31,63.1,58.0,489,1,2,3,"(0.197, 0.46]"
38953,0.31,63.7,55.0,489,1,1,4,"(0.197, 0.46]"
38956,0.31,63.9,56.0,489,1,1,4,"(0.197, 0.46]"
38957,0.31,59.2,60.0,489,3,1,4,"(0.197, 0.46]"
38958,0.31,63.2,58.0,489,1,2,3,"(0.197, 0.46]"
38959,0.31,62.4,59.0,489,3,2,3,"(0.197, 0.46]"
38960,0.31,63.2,56.0,489,1,1,4,"(0.197, 0.46]"
38961,0.31,61.6,55.0,489,4,1,4,"(0.197, 0.46]"
38962,0.31,62.4,55.0,489,4,2,3,"(0.197, 0.46]"
38963,0.31,61.8,55.0,490,2,3,2,"(0.197, 0.46]"
38964,0.27,61.5,56.0,490,4,3,3,"(0.197, 0.46]"
38967,0.28,61.8,54.0,490,4,4,3,"(0.197, 0.46]"
38968,0.27,62.3,56.0,490,4,3,4,"(0.197, 0.46]"
38973,0.4,62.4,54.0,1053,2,5,4,"(0.197, 0.46]"
38974,0.4,61.2,57.0,1053,4,5,4,"(0.197, 0.46]"
38975,0.4,62.5,58.0,1053,3,5,4,"(0.197, 0.46]"
38976,0.4,61.7,55.0,1053,4,5,4,"(0.197, 0.46]"
38979,0.4,62.8,54.0,1053,4,1,7,"(0.197, 0.46]"
38982,0.39,60.0,57.0,1053,4,4,3,"(0.197, 0.46]"
38985,0.39,58.4,62.0,1053,3,4,3,"(0.197, 0.46]"
38986,0.36,62.3,56.0,1053,4,2,6,"(0.197, 0.46]"
38987,0.36,61.9,58.0,1053,3,3,5,"(0.197, 0.46]"
38988,0.36,62.3,56.0,1053,4,3,5,"(0.197, 0.46]"
38989,0.36,62.8,57.0,1053,4,3,6,"(0.197, 0.46]"
38990,0.51,62.0,59.0,1053,3,3,2,"(0.46, 0.72]"
38991,0.5,62.8,60.0,1054,2,1,2,"(0.46, 0.72]"
38992,0.39,59.5,58.0,1054,2,5,5,"(0.197, 0.46]"
38999,0.47,58.5,60.0,1055,3,3,2,"(0.46, 0.72]"
39001,0.45,59.0,60.0,1055,4,3,4,"(0.197, 0.46]"
39003,0.42,61.0,56.0,1055,4,3,4,"(0.197, 0.46]"
39004,0.42,62.0,57.0,1055,4,2,5,"(0.197, 0.46]"
39007,0.4,60.8,59.0,1056,3,5,5,"(0.197, 0.46]"
39009,0.4,61.7,57.0,1056,4,5,5,"(0.197, 0.46]"
39010,0.39,61.4,59.0,1056,2,6,5,"(0.197, 0.46]"
39011,0.43,62.0,55.0,1056,4,1,7,"(0.197, 0.46]"
39012,0.43,60.2,59.0,1056,3,6,3,"(0.197, 0.46]"
39013,0.43,61.4,55.0,1056,4,3,5,"(0.197, 0.46]"
39014,0.43,61.9,55.0,1056,4,3,5,"(0.197, 0.46]"
39020,0.43,61.2,58.0,1056,3,1,7,"(0.197, 0.46]"
39021,0.43,61.0,57.0,1056,2,4,4,"(0.197, 0.46]"
39022,0.43,59.9,58.0,1056,3,4,4,"(0.197, 0.46]"
39023,0.43,62.0,55.0,1056,4,6,3,"(0.197, 0.46]"
39024,0.43,60.7,57.0,1056,4,6,3,"(0.197, 0.46]"
39025,0.43,60.9,57.0,1056,4,3,5,"(0.197, 0.46]"
39026,0.43,62.2,55.0,1056,2,3,5,"(0.197, 0.46]"
39027,0.43,60.1,57.0,1056,4,3,5,"(0.197, 0.46]"
39031,0.41,61.2,56.0,1056,4,1,3,"(0.197, 0.46]"
39032,0.41,62.2,55.0,1056,4,2,2,"(0.197, 0.46]"
39033,0.41,61.7,56.0,1056,4,2,2,"(0.197, 0.46]"
39035,0.37,62.1,55.0,1056,4,3,7,"(0.197, 0.46]"
39038,0.37,62.1,54.0,1056,4,3,7,"(0.197, 0.46]"
39039,0.37,61.2,56.0,1056,4,3,7,"(0.197, 0.46]"
39040,0.37,61.5,56.0,1056,4,3,7,"(0.197, 0.46]"
39041,0.36,62.5,54.0,1056,4,4,7,"(0.197, 0.46]"
39046,0.41,60.0,61.0,1057,2,5,6,"(0.197, 0.46]"
39047,0.41,59.8,62.0,1057,2,5,6,"(0.197, 0.46]"
39048,0.41,62.1,56.0,1057,4,5,6,"(0.197, 0.46]"
39052,0.54,62.0,55.0,1057,4,1,2,"(0.46, 0.72]"
39054,0.38,62.1,54.7,1058,2,4,4,"(0.197, 0.46]"
39062,0.52,64.0,55.0,1059,2,5,1,"(0.46, 0.72]"
39072,0.55,62.5,57.0,1059,4,0,2,"(0.46, 0.72]"
39076,0.4,63.4,54.0,1059,4,4,3,"(0.197, 0.46]"
39078,0.41,62.3,56.0,1059,3,5,2,"(0.197, 0.46]"
39081,0.38,61.9,59.7,1060,2,4,5,"(0.197, 0.46]"
39082,0.31,61.0,59.0,1060,3,5,7,"(0.197, 0.46]"
39083,0.31,61.9,56.0,1060,4,5,7,"(0.197, 0.46]"
39084,0.41,63.1,58.0,1060,1,5,5,"(0.197, 0.46]"
39085,0.51,60.6,57.0,1060,4,1,3,"(0.46, 0.72]"
39086,0.34,62.4,54.0,1060,4,5,4,"(0.197, 0.46]"
39088,0.48,62.1,56.0,1061,4,1,5,"(0.46, 0.72]"
39089,0.31,61.5,55.0,1061,4,4,7,"(0.197, 0.46]"
39091,0.32,61.6,56.0,1061,4,5,6,"(0.197, 0.46]"
39093,0.41,63.5,54.0,1061,2,0,7,"(0.197, 0.46]"
39094,0.41,63.6,54.0,1061,1,0,7,"(0.197, 0.46]"
39095,0.41,62.1,58.0,1061,3,1,5,"(0.197, 0.46]"
39096,0.41,61.7,56.0,1061,4,1,5,"(0.197, 0.46]"
39098,0.41,63.9,55.0,1061,1,1,5,"(0.197, 0.46]"
39099,0.41,63.1,56.0,1061,2,1,5,"(0.197, 0.46]"
39100,0.41,63.5,57.0,1061,2,1,5,"(0.197, 0.46]"
39101,0.41,62.3,56.0,1061,4,1,5,"(0.197, 0.46]"
39102,0.41,61.6,57.0,1061,4,1,5,"(0.197, 0.46]"
39106,0.41,62.7,56.0,1061,4,2,4,"(0.197, 0.46]"
39107,0.41,62.0,56.0,1061,3,2,4,"(0.197, 0.46]"
39108,0.41,62.6,60.0,1061,3,2,4,"(0.197, 0.46]"
39109,0.41,61.9,56.0,1061,4,2,4,"(0.197, 0.46]"
39110,0.41,59.8,57.0,1061,4,3,3,"(0.197, 0.46]"
39112,0.41,60.8,59.0,1061,3,3,3,"(0.197, 0.46]"
39119,0.41,59.8,58.0,1061,3,3,3,"(0.197, 0.46]"
39121,0.41,59.7,59.0,1061,3,3,3,"(0.197, 0.46]"
39122,0.41,61.4,59.0,1061,3,3,3,"(0.197, 0.46]"
39124,0.41,61.4,55.0,1061,4,3,3,"(0.197, 0.46]"
39125,0.41,61.3,57.0,1061,3,3,3,"(0.197, 0.46]"
39127,0.41,61.8,58.0,1061,3,3,3,"(0.197, 0.46]"
39128,0.41,62.5,54.0,1061,4,3,3,"(0.197, 0.46]"
39129,0.41,61.4,59.0,1061,3,3,3,"(0.197, 0.46]"
39132,0.41,62.7,56.0,1061,4,3,3,"(0.197, 0.46]"
39135,0.41,62.7,56.0,1061,4,3,3,"(0.197, 0.46]"
39136,0.41,62.1,57.0,1061,4,3,3,"(0.197, 0.46]"
39137,0.41,62.4,55.0,1061,4,3,3,"(0.197, 0.46]"
39138,0.41,62.6,59.0,1061,3,3,3,"(0.197, 0.46]"
39144,0.41,62.7,56.0,1061,4,3,3,"(0.197, 0.46]"
39148,0.43,60.8,57.0,1062,4,5,5,"(0.197, 0.46]"
39151,0.33,62.1,56.0,1062,4,4,6,"(0.197, 0.46]"
39154,0.44,61.5,57.0,1063,3,1,5,"(0.197, 0.46]"
39155,0.36,61.4,56.0,1063,4,4,7,"(0.197, 0.46]"
39157,0.35,61.9,56.0,1063,4,5,4,"(0.197, 0.46]"
39159,0.35,60.8,58.0,1063,3,5,4,"(0.197, 0.46]"
39160,0.35,61.2,56.0,1063,4,5,4,"(0.197, 0.46]"
39161,0.35,62.3,60.0,1063,3,5,4,"(0.197, 0.46]"
39162,0.35,62.3,56.0,1063,4,5,4,"(0.197, 0.46]"
39163,0.35,61.3,56.0,1063,4,6,3,"(0.197, 0.46]"
39165,0.44,60.6,58.0,1063,3,3,3,"(0.197, 0.46]"
39168,0.4,62.4,56.0,1063,4,0,7,"(0.197, 0.46]"
39169,0.4,62.6,56.0,1063,4,0,7,"(0.197, 0.46]"
39170,0.35,59.7,58.0,1063,3,6,3,"(0.197, 0.46]"
39173,0.35,60.4,58.0,1063,3,6,3,"(0.197, 0.46]"
39175,0.35,60.6,56.0,1063,4,6,3,"(0.197, 0.46]"
39176,0.35,61.6,56.0,1063,4,6,3,"(0.197, 0.46]"
39179,0.35,62.3,55.0,1063,4,6,3,"(0.197, 0.46]"
39180,0.35,61.5,56.0,1063,4,6,3,"(0.197, 0.46]"
39181,0.35,62.5,55.0,1063,4,6,3,"(0.197, 0.46]"
39182,0.35,61.9,55.0,1063,4,6,3,"(0.197, 0.46]"
39183,0.35,62.4,55.0,1063,4,6,3,"(0.197, 0.46]"
39186,0.5,61.2,59.0,1063,3,4,2,"(0.46, 0.72]"
39187,0.5,59.7,59.0,1063,3,5,1,"(0.46, 0.72]"
39188,0.35,61.8,56.0,1063,4,6,3,"(0.197, 0.46]"
39192,0.4,62.3,54.0,1064,4,6,4,"(0.197, 0.46]"
39196,0.43,60.1,58.0,1064,3,6,2,"(0.197, 0.46]"
39197,0.43,61.5,56.0,1064,4,6,2,"(0.197, 0.46]"
39198,0.43,61.2,58.0,1064,3,6,2,"(0.197, 0.46]"
39199,0.43,61.1,59.0,1064,3,6,2,"(0.197, 0.46]"
39204,0.54,61.7,54.0,1065,2,2,2,"(0.46, 0.72]"
39205,0.35,61.0,56.0,1065,4,6,4,"(0.197, 0.46]"
39207,0.54,62.2,56.0,1065,4,4,1,"(0.46, 0.72]"
39210,0.39,63.1,56.0,1065,2,5,3,"(0.197, 0.46]"
39212,0.4,62.8,58.0,1066,2,5,5,"(0.197, 0.46]"
39214,0.42,60.7,60.0,1066,2,6,4,"(0.197, 0.46]"
39217,0.32,61.7,55.0,1066,4,6,3,"(0.197, 0.46]"
39220,0.58,59.0,61.0,1066,3,2,1,"(0.46, 0.72]"
39226,0.38,62.0,55.0,1067,4,6,4,"(0.197, 0.46]"
39229,0.32,61.3,57.0,1067,4,6,6,"(0.197, 0.46]"
39230,0.38,62.2,57.0,1067,4,6,4,"(0.197, 0.46]"
39233,0.38,61.9,60.0,1067,3,6,4,"(0.197, 0.46]"
39234,0.32,61.8,56.0,1067,4,6,6,"(0.197, 0.46]"
39235,0.32,61.8,56.0,1067,4,6,6,"(0.197, 0.46]"
39236,0.33,62.4,56.0,1067,4,4,5,"(0.197, 0.46]"
39238,0.51,63.5,55.0,1068,2,1,2,"(0.46, 0.72]"
39239,0.5,61.4,61.0,1068,2,4,1,"(0.46, 0.72]"
39241,0.42,62.4,55.0,1068,4,2,6,"(0.197, 0.46]"
39242,0.42,62.0,58.0,1068,3,2,6,"(0.197, 0.46]"
39244,0.51,62.1,56.0,1068,3,4,1,"(0.46, 0.72]"
39245,0.32,60.7,57.0,1068,4,4,5,"(0.197, 0.46]"
39248,0.41,62.4,55.0,1068,4,3,6,"(0.197, 0.46]"
39250,0.41,62.5,53.0,1068,4,3,6,"(0.197, 0.46]"
39253,0.4,57.3,60.0,1069,0,5,5,"(0.197, 0.46]"
39254,0.38,61.9,56.0,1069,4,5,4,"(0.197, 0.46]"
39255,0.38,61.6,56.0,1069,4,5,4,"(0.197, 0.46]"
39256,0.38,62.7,55.0,1069,4,5,4,"(0.197, 0.46]"
39258,0.38,62.1,56.0,1069,4,5,4,"(0.197, 0.46]"
39259,0.3,61.3,57.0,1069,4,6,6,"(0.197, 0.46]"
39263,0.38,61.0,58.0,1069,3,3,4,"(0.197, 0.46]"
39264,0.38,61.9,56.0,1069,3,3,4,"(0.197, 0.46]"
39265,0.38,61.8,56.0,1069,4,3,4,"(0.197, 0.46]"
39267,0.38,60.8,56.0,1069,4,3,4,"(0.197, 0.46]"
39268,0.38,61.9,59.0,1069,3,3,4,"(0.197, 0.46]"
39269,0.38,61.9,58.0,1069,3,3,4,"(0.197, 0.46]"
39271,0.31,61.7,55.0,490,4,4,2,"(0.197, 0.46]"
39273,0.25,59.1,60.0,490,1,4,6,"(0.197, 0.46]"
39274,0.32,60.7,57.0,490,4,5,0,"(0.197, 0.46]"
39275,0.34,63.3,56.0,490,1,2,2,"(0.197, 0.46]"
39277,0.34,62.6,56.0,490,4,2,2,"(0.197, 0.46]"
39279,0.34,63.7,57.0,490,1,2,2,"(0.197, 0.46]"
39281,0.3,62.3,56.0,491,4,2,3,"(0.197, 0.46]"
39284,0.3,62.1,57.0,491,4,2,3,"(0.197, 0.46]"
39285,0.3,61.9,57.0,491,4,2,3,"(0.197, 0.46]"
39293,0.3,62.4,55.0,491,4,2,3,"(0.197, 0.46]"
39294,0.3,62.6,55.0,491,4,2,3,"(0.197, 0.46]"
39295,0.3,62.5,57.0,491,4,2,3,"(0.197, 0.46]"
39296,0.3,62.3,57.0,491,4,2,3,"(0.197, 0.46]"
39297,0.3,62.3,56.0,491,4,2,3,"(0.197, 0.46]"
39298,0.3,62.0,58.0,491,4,1,4,"(0.197, 0.46]"
39299,0.3,61.4,56.0,491,4,1,4,"(0.197, 0.46]"
39300,0.38,60.7,59.0,1069,3,5,4,"(0.197, 0.46]"
39301,0.38,60.2,58.0,1069,3,5,4,"(0.197, 0.46]"
39302,0.38,61.5,58.0,1069,3,5,4,"(0.197, 0.46]"
39303,0.44,61.9,56.0,1069,4,2,2,"(0.197, 0.46]"
39304,0.44,60.9,57.0,1069,4,2,2,"(0.197, 0.46]"
39310,0.55,61.2,59.0,1069,3,3,1,"(0.46, 0.72]"
39317,0.38,61.0,57.0,1070,4,4,6,"(0.197, 0.46]"
39319,0.52,61.3,60.0,1071,2,2,2,"(0.46, 0.72]"
39320,0.37,61.0,60.0,1071,3,6,5,"(0.197, 0.46]"
39321,0.37,61.6,56.0,1071,4,6,5,"(0.197, 0.46]"
39326,0.51,65.2,55.0,1071,0,3,2,"(0.46, 0.72]"
39327,0.34,62.3,57.0,1071,4,5,5,"(0.197, 0.46]"
39330,0.51,61.4,58.0,1071,3,3,2,"(0.46, 0.72]"
39335,0.57,63.3,56.0,1072,1,1,2,"(0.46, 0.72]"
39336,0.57,60.2,62.0,1072,2,0,3,"(0.46, 0.72]"
39337,0.49,60.5,60.0,1072,3,4,2,"(0.46, 0.72]"
39342,0.38,62.1,54.5,1073,4,5,5,"(0.197, 0.46]"
39345,0.38,62.2,53.8,1073,4,5,5,"(0.197, 0.46]"
39352,0.52,63.3,55.0,1073,2,1,2,"(0.46, 0.72]"
39353,0.44,61.5,56.0,1073,4,5,3,"(0.197, 0.46]"
39354,0.44,60.4,59.0,1073,3,5,3,"(0.197, 0.46]"
39357,0.44,62.3,59.0,1073,3,5,3,"(0.197, 0.46]"
39358,0.44,61.9,55.0,1073,4,5,3,"(0.197, 0.46]"
39362,0.52,61.7,58.0,1073,3,4,1,"(0.46, 0.72]"
39364,0.49,62.2,59.0,1073,3,4,1,"(0.46, 0.72]"
39368,0.36,61.6,55.0,1074,4,3,7,"(0.197, 0.46]"
39369,0.34,60.7,57.0,1074,4,4,7,"(0.197, 0.46]"
39370,0.5,58.5,60.0,1074,2,6,1,"(0.46, 0.72]"
39372,0.41,59.7,60.0,1074,3,3,6,"(0.197, 0.46]"
39376,0.52,61.8,55.0,1074,4,1,2,"(0.46, 0.72]"
39377,0.52,62.3,54.0,1074,4,2,2,"(0.46, 0.72]"
39379,0.4,60.9,58.0,1074,4,2,7,"(0.197, 0.46]"
39384,0.4,63.7,59.0,1075,2,5,5,"(0.197, 0.46]"
39386,0.52,61.8,56.0,1075,4,1,2,"(0.46, 0.72]"
39387,0.31,61.2,59.0,1075,3,6,6,"(0.197, 0.46]"
39388,0.41,60.2,57.0,1076,4,3,6,"(0.197, 0.46]"
39394,0.41,62.6,57.0,1076,4,1,7,"(0.197, 0.46]"
39395,0.41,61.6,56.0,1076,3,3,5,"(0.197, 0.46]"
39396,0.41,61.3,56.0,1076,4,3,5,"(0.197, 0.46]"
39397,0.41,61.0,57.0,1076,4,3,5,"(0.197, 0.46]"
39398,0.41,60.4,56.0,1076,4,3,5,"(0.197, 0.46]"
39400,0.41,61.4,58.0,1076,3,3,5,"(0.197, 0.46]"
39401,0.41,62.2,56.0,1076,4,3,5,"(0.197, 0.46]"
39403,0.41,62.5,55.0,1076,4,3,5,"(0.197, 0.46]"
39404,0.41,61.6,58.0,1076,3,3,5,"(0.197, 0.46]"
39405,0.41,61.8,56.0,1076,4,3,5,"(0.197, 0.46]"
39407,0.41,58.6,61.0,1076,3,4,4,"(0.197, 0.46]"
39408,0.41,60.7,56.0,1076,3,4,4,"(0.197, 0.46]"
39409,0.41,59.9,58.0,1076,3,4,4,"(0.197, 0.46]"
39410,0.41,60.6,57.0,1076,4,4,4,"(0.197, 0.46]"
39415,0.41,60.8,57.0,1076,4,4,4,"(0.197, 0.46]"
39416,0.41,61.2,57.0,1076,3,4,4,"(0.197, 0.46]"
39418,0.41,61.3,57.0,1076,4,4,4,"(0.197, 0.46]"
39419,0.41,61.9,55.0,1076,4,4,4,"(0.197, 0.46]"
39420,0.41,60.8,58.0,1076,3,4,4,"(0.197, 0.46]"
39421,0.41,62.6,55.0,1076,4,4,4,"(0.197, 0.46]"
39422,0.41,61.8,56.0,1076,4,4,4,"(0.197, 0.46]"
39423,0.41,60.8,56.0,1076,4,4,4,"(0.197, 0.46]"
39425,0.41,62.5,57.0,1076,4,4,4,"(0.197, 0.46]"
39427,0.41,62.6,58.0,1076,3,4,4,"(0.197, 0.46]"
39428,0.41,62.7,55.0,1076,4,4,4,"(0.197, 0.46]"
39429,0.41,62.7,58.0,1076,3,4,4,"(0.197, 0.46]"
39430,0.41,62.1,56.0,1076,4,4,4,"(0.197, 0.46]"
39433,0.41,61.5,57.0,1076,4,6,3,"(0.197, 0.46]"
39434,0.41,61.9,56.0,1076,4,6,3,"(0.197, 0.46]"
39441,0.41,62.4,54.0,1076,4,6,3,"(0.197, 0.46]"
39445,0.41,61.5,56.0,1076,4,5,4,"(0.197, 0.46]"
39446,0.41,58.9,60.0,1076,3,3,4,"(0.197, 0.46]"
39448,0.5,63.3,56.0,1077,1,5,1,"(0.46, 0.72]"
39450,0.5,62.8,55.0,1077,2,5,1,"(0.46, 0.72]"
39451,0.5,63.7,55.0,1077,1,5,1,"(0.46, 0.72]"
39452,0.5,63.0,57.0,1077,2,5,1,"(0.46, 0.72]"
39453,0.5,63.1,58.0,1077,1,5,1,"(0.46, 0.72]"
39454,0.57,62.3,56.0,1077,4,2,1,"(0.46, 0.72]"
39455,0.33,61.0,56.0,1077,4,6,4,"(0.197, 0.46]"
39456,0.39,62.6,55.0,1077,4,3,4,"(0.197, 0.46]"
39457,0.39,62.0,55.0,1077,4,3,4,"(0.197, 0.46]"
39463,0.5,58.6,61.0,1078,3,3,1,"(0.46, 0.72]"
39464,0.5,62.3,60.0,1078,0,2,2,"(0.46, 0.72]"
39465,0.53,63.4,55.0,1079,2,3,1,"(0.46, 0.72]"
39468,0.41,61.8,57.0,1079,4,5,4,"(0.197, 0.46]"
39470,0.41,60.0,58.0,1079,3,5,4,"(0.197, 0.46]"
39475,0.41,62.0,60.0,1079,3,5,4,"(0.197, 0.46]"
39476,0.41,61.8,55.0,1079,4,5,4,"(0.197, 0.46]"
39477,0.41,60.8,59.0,1079,3,5,4,"(0.197, 0.46]"
39478,0.41,61.7,55.0,1079,4,5,4,"(0.197, 0.46]"
39480,0.41,62.0,54.0,1079,4,5,4,"(0.197, 0.46]"
39481,0.41,61.9,55.0,1079,4,5,4,"(0.197, 0.46]"
39482,0.41,62.7,57.0,1079,4,5,4,"(0.197, 0.46]"
39483,0.41,61.7,57.0,1079,4,5,4,"(0.197, 0.46]"
39485,0.41,62.1,55.0,1079,4,5,4,"(0.197, 0.46]"
39486,0.41,59.8,61.0,1079,2,5,4,"(0.197, 0.46]"
39487,0.41,62.7,55.0,1079,4,5,4,"(0.197, 0.46]"
39488,0.41,62.2,57.0,1079,2,5,4,"(0.197, 0.46]"
39489,0.41,62.0,57.0,1079,2,5,4,"(0.197, 0.46]"
39490,0.41,62.3,59.0,1079,3,5,4,"(0.197, 0.46]"
39491,0.41,60.7,58.0,1079,3,5,4,"(0.197, 0.46]"
39493,0.41,62.3,57.0,1079,4,5,4,"(0.197, 0.46]"
39494,0.41,62.0,55.0,1079,4,5,4,"(0.197, 0.46]"
39495,0.41,62.1,56.0,1079,4,5,4,"(0.197, 0.46]"
39496,0.41,60.4,58.0,1079,3,5,4,"(0.197, 0.46]"
39497,0.41,61.9,59.0,1079,3,5,4,"(0.197, 0.46]"
39498,0.41,60.1,58.0,1079,3,5,4,"(0.197, 0.46]"
39499,0.5,61.6,54.0,1079,4,4,1,"(0.46, 0.72]"
39500,0.33,60.8,57.0,1079,4,5,7,"(0.197, 0.46]"
39502,0.36,60.9,57.0,1080,4,3,6,"(0.197, 0.46]"
39503,0.54,61.3,55.0,1080,2,0,2,"(0.46, 0.72]"
39505,0.5,62.1,55.0,1080,4,3,1,"(0.46, 0.72]"
39507,0.4,60.8,62.0,1080,1,6,5,"(0.197, 0.46]"
39509,0.32,62.2,55.0,1080,4,4,7,"(0.197, 0.46]"
39510,0.32,62.3,56.0,1080,4,5,5,"(0.197, 0.46]"
39511,0.32,62.0,55.0,1080,4,5,5,"(0.197, 0.46]"
39512,0.32,62.3,56.0,1080,4,5,5,"(0.197, 0.46]"
39514,0.32,61.5,57.0,1080,4,5,5,"(0.197, 0.46]"
39517,0.32,61.5,58.0,1080,3,5,5,"(0.197, 0.46]"
39524,0.4,60.8,58.0,1080,3,1,6,"(0.197, 0.46]"
39526,0.4,60.5,57.0,1080,4,1,6,"(0.197, 0.46]"
39529,0.4,63.3,57.0,1080,2,1,6,"(0.197, 0.46]"
39530,0.4,61.5,58.0,1080,3,1,6,"(0.197, 0.46]"
39532,0.4,60.7,60.0,1080,3,4,3,"(0.197, 0.46]"
39535,0.4,59.3,59.0,1080,3,4,3,"(0.197, 0.46]"
39538,0.4,61.0,58.0,1080,3,4,3,"(0.197, 0.46]"
39539,0.4,62.1,58.0,1080,3,4,3,"(0.197, 0.46]"
39540,0.4,62.9,57.0,1080,4,4,3,"(0.197, 0.46]"
39542,0.4,62.6,58.0,1080,3,4,3,"(0.197, 0.46]"
39544,0.32,60.9,56.0,1080,4,2,7,"(0.197, 0.46]"
39547,0.32,61.1,53.0,1080,4,3,6,"(0.197, 0.46]"
39548,0.32,61.1,57.0,1080,4,3,6,"(0.197, 0.46]"
39551,0.32,62.4,55.0,1080,4,3,6,"(0.197, 0.46]"
39553,0.32,60.8,56.0,1080,4,3,6,"(0.197, 0.46]"
39554,0.32,62.2,55.0,1080,4,3,6,"(0.197, 0.46]"
39556,0.32,62.0,57.0,1080,4,3,6,"(0.197, 0.46]"
39557,0.32,61.9,56.0,1080,4,3,6,"(0.197, 0.46]"
39558,0.32,62.4,56.0,1080,4,3,6,"(0.197, 0.46]"
39564,0.32,59.3,58.0,1080,3,4,7,"(0.197, 0.46]"
39567,0.44,61.5,56.0,1081,4,5,4,"(0.197, 0.46]"
39568,0.44,60.9,57.0,1081,2,3,5,"(0.197, 0.46]"
39570,0.44,60.4,56.0,1081,4,6,3,"(0.197, 0.46]"
39572,0.44,61.3,60.0,1081,3,3,5,"(0.197, 0.46]"
39576,0.42,62.1,56.0,1081,4,1,3,"(0.197, 0.46]"
39579,0.41,60.6,59.0,1082,3,6,4,"(0.197, 0.46]"
39580,0.5,62.5,57.0,1082,4,0,4,"(0.46, 0.72]"
39582,0.37,62.2,56.0,1082,4,5,5,"(0.197, 0.46]"
39584,0.37,61.8,54.0,1082,4,5,5,"(0.197, 0.46]"
39586,0.37,60.9,59.0,1082,3,5,5,"(0.197, 0.46]"
39587,0.42,61.6,56.0,1082,4,4,4,"(0.197, 0.46]"
39589,0.54,59.5,60.0,1083,2,3,1,"(0.46, 0.72]"
39590,0.46,62.2,54.0,1083,4,2,3,"(0.46, 0.72]"
39592,0.55,62.2,54.0,1084,4,2,2,"(0.46, 0.72]"
39596,0.34,62.1,57.0,1084,4,5,6,"(0.197, 0.46]"
39597,0.34,62.3,56.0,1084,4,5,6,"(0.197, 0.46]"
39598,0.34,61.9,56.0,1084,4,5,6,"(0.197, 0.46]"
39600,0.3,61.0,58.0,491,4,1,4,"(0.197, 0.46]"
39604,0.32,61.9,55.0,491,4,4,2,"(0.197, 0.46]"
39606,0.26,62.3,59.0,491,3,2,4,"(0.197, 0.46]"
39608,0.35,60.0,61.0,491,2,2,2,"(0.197, 0.46]"
39609,0.35,61.7,56.0,491,4,5,1,"(0.197, 0.46]"
39611,0.35,62.3,57.0,491,4,2,2,"(0.197, 0.46]"
39613,0.35,62.5,57.0,491,4,1,3,"(0.197, 0.46]"
39615,0.35,63.9,55.0,491,1,5,1,"(0.197, 0.46]"
